transaction_id,transaction_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct
TX-0283,2026-08-04,CUS-150,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0284,2026-07-25,CUS-136,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0285,2026-06-13,CUS-026,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0286,2026-08-08,CUS-142,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0287,2026-06-18,CUS-059,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0288,2026-06-05,CUS-107,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0289,2026-05-14,CUS-066,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0290,2026-06-24,CUS-018,smart-watch,Smart Watch,Wearables,3,149.99,0.15
TX-0291,2026-06-13,CUS-025,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0292,2026-07-15,CUS-016,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0293,2026-05-18,CUS-032,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.1
TX-0294,2026-09-03,CUS-109,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0295,2026-07-26,CUS-080,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0296,2026-04-18,CUS-040,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0297,2026-05-23,CUS-143,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0298,2026-07-19,CUS-058,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0299,2026-07-30,CUS-143,desk-lamp,Desk Lamp,Home Office,2,44.99,0.1
TX-0300,2026-08-19,CUS-069,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0301,2026-09-06,CUS-080,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0302,2026-03-31,CUS-145,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0303,2026-08-31,CUS-008,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0304,2026-05-30,CUS-108,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0305,2026-05-13,CUS-084,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0306,2026-04-03,CUS-041,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0307,2026-05-03,CUS-114,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0308,2026-06-16,CUS-107,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0309,2026-03-24,CUS-089,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0310,2026-08-15,CUS-125,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0311,2026-04-20,CUS-102,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0312,2026-05-11,CUS-055,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0313,2026-05-17,CUS-031,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0314,2026-04-08,CUS-034,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0315,2026-07-01,CUS-144,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0316,2026-06-04,CUS-011,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0317,2026-05-14,CUS-148,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0318,2026-08-05,CUS-107,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0319,2026-05-17,CUS-044,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0320,2026-05-26,CUS-023,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0321,2026-06-14,CUS-103,desk-lamp,Desk Lamp,Home Office,2,44.99,0
TX-0322,2026-09-01,CUS-087,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0323,2026-03-14,CUS-131,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0324,2026-04-13,CUS-090,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0325,2026-09-19,CUS-038,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0326,2026-04-14,CUS-045,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0327,2026-03-14,CUS-046,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0328,2026-09-05,CUS-149,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0329,2026-08-06,CUS-083,desk-lamp,Desk Lamp,Home Office,2,44.99,0.1
TX-0330,2026-03-12,CUS-121,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0331,2026-07-24,CUS-015,desk-lamp,Desk Lamp,Home Office,2,44.99,0
TX-0332,2026-06-21,CUS-116,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0333,2026-03-14,CUS-024,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0334,2026-06-21,CUS-149,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0335,2026-03-05,CUS-116,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.15
TX-0336,2026-07-27,CUS-122,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0337,2026-06-18,CUS-027,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0338,2026-07-02,CUS-045,smart-watch,Smart Watch,Wearables,4,149.99,0
TX-0339,2026-06-15,CUS-135,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0340,2026-05-29,CUS-073,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0341,2026-08-15,CUS-014,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0342,2026-05-18,CUS-025,everyday-hoodie,Everyday Hoodie,Apparel,9,54.99,0
TX-0343,2026-04-28,CUS-039,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0344,2026-03-31,CUS-090,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0345,2026-08-11,CUS-101,smart-watch,Smart Watch,Wearables,3,149.99,0.15
TX-0346,2026-05-13,CUS-144,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0347,2026-09-19,CUS-033,desk-lamp,Desk Lamp,Home Office,2,44.99,0
TX-0348,2026-08-17,CUS-135,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.15
TX-0349,2026-07-03,CUS-093,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.05
TX-0350,2026-04-18,CUS-088,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0351,2026-04-03,CUS-020,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0352,2026-07-02,CUS-139,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0353,2026-08-11,CUS-087,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0354,2026-04-03,CUS-042,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0355,2026-09-18,CUS-043,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.1
TX-0356,2026-05-27,CUS-061,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0357,2026-09-11,CUS-115,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0358,2026-09-18,CUS-121,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0359,2026-06-15,CUS-119,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0360,2026-07-08,CUS-108,smart-watch,Smart Watch,Wearables,2,149.99,0.1
TX-0361,2026-03-30,CUS-065,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.1
TX-0362,2026-07-14,CUS-027,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0363,2026-05-06,CUS-022,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0364,2026-04-01,CUS-112,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0365,2026-09-20,CUS-116,wireless-headphones,Wireless Headphones,Audio,3,89.99,0
TX-0366,2026-03-08,CUS-102,smart-watch,Smart Watch,Wearables,3,149.99,0.05
TX-0367,2026-03-15,CUS-096,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0368,2026-08-24,CUS-086,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0369,2026-06-23,CUS-036,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0370,2026-02-24,CUS-021,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0371,2026-07-13,CUS-136,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0372,2026-04-24,CUS-078,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0373,2026-08-05,CUS-118,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0374,2026-07-25,CUS-138,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0375,2026-04-25,CUS-037,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.1
TX-0376,2026-05-24,CUS-062,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0377,2026-08-13,CUS-022,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0378,2026-07-07,CUS-140,usb-c-hub,USB-C Hub,Accessories,4,39.99,0
TX-0379,2026-07-14,CUS-006,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.1
TX-0380,2026-08-04,CUS-100,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0381,2026-05-25,CUS-018,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0382,2026-08-02,CUS-027,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0383,2026-03-29,CUS-012,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0384,2026-04-08,CUS-119,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0385,2026-09-18,CUS-035,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0386,2026-03-04,CUS-076,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.05
TX-0387,2026-03-05,CUS-081,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0388,2026-06-24,CUS-065,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0389,2026-05-07,CUS-092,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0390,2026-05-03,CUS-032,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0391,2026-09-01,CUS-113,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0392,2026-06-30,CUS-128,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0393,2026-05-02,CUS-022,smart-watch,Smart Watch,Wearables,3,149.99,0.1
TX-0394,2026-07-27,CUS-047,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0395,2026-03-15,CUS-084,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0396,2026-07-27,CUS-110,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0397,2026-06-17,CUS-011,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0398,2026-07-30,CUS-112,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0399,2026-03-14,CUS-104,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0400,2026-08-15,CUS-041,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0401,2026-08-15,CUS-113,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0402,2026-09-10,CUS-094,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0403,2026-03-03,CUS-040,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0404,2026-05-29,CUS-114,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0405,2026-05-27,CUS-102,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0406,2026-03-24,CUS-007,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0407,2026-06-02,CUS-144,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0408,2026-08-22,CUS-115,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0409,2026-08-19,CUS-126,mechanical-keyboard,Mechanical Keyboard,Office,4,119.99,0
TX-0410,2026-06-18,CUS-045,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0411,2026-09-18,CUS-082,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0412,2026-07-13,CUS-139,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0413,2026-08-24,CUS-045,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0414,2026-04-15,CUS-036,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0415,2026-05-26,CUS-142,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0416,2026-03-28,CUS-023,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0417,2026-08-26,CUS-123,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0418,2026-07-20,CUS-019,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0419,2026-03-13,CUS-116,mechanical-keyboard,Mechanical Keyboard,Office,4,119.99,0.15
TX-0420,2026-03-27,CUS-142,desk-lamp,Desk Lamp,Home Office,2,44.99,0
TX-0421,2026-06-13,CUS-129,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0422,2026-04-03,CUS-078,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.1
TX-0423,2026-04-21,CUS-089,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0424,2026-04-28,CUS-051,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0425,2026-03-27,CUS-078,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0
TX-0426,2026-08-06,CUS-044,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0427,2026-04-07,CUS-087,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0428,2026-03-15,CUS-012,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0429,2026-08-08,CUS-054,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0430,2026-03-02,CUS-128,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0431,2026-05-11,CUS-124,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0432,2026-06-06,CUS-077,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.15
TX-0433,2026-04-04,CUS-113,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0434,2026-05-21,CUS-037,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0435,2026-08-29,CUS-089,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0436,2026-07-04,CUS-144,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0437,2026-03-26,CUS-069,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0438,2026-03-07,CUS-075,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0439,2026-04-27,CUS-041,desk-lamp,Desk Lamp,Home Office,2,44.99,0.05
TX-0440,2026-05-14,CUS-049,smart-watch,Smart Watch,Wearables,3,149.99,0.15
TX-0441,2026-06-22,CUS-128,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0442,2026-06-03,CUS-130,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0443,2026-07-22,CUS-091,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0444,2026-07-25,CUS-121,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0445,2026-06-13,CUS-035,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0446,2026-05-27,CUS-012,smart-watch,Smart Watch,Wearables,2,149.99,0.05
TX-0447,2026-04-13,CUS-093,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0448,2026-07-02,CUS-116,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0449,2026-08-16,CUS-031,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0450,2026-05-29,CUS-087,mechanical-keyboard,Mechanical Keyboard,Office,4,119.99,0.05
TX-0451,2026-04-14,CUS-131,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0452,2026-03-04,CUS-036,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0453,2026-07-05,CUS-117,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0454,2026-03-30,CUS-084,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0455,2026-07-30,CUS-077,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0456,2026-07-09,CUS-126,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0457,2026-09-19,CUS-005,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0458,2026-06-09,CUS-150,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0459,2026-08-18,CUS-007,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0460,2026-09-11,CUS-149,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0461,2026-07-22,CUS-123,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0462,2026-07-31,CUS-098,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0463,2026-03-03,CUS-147,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0464,2026-06-15,CUS-081,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0465,2026-04-16,CUS-106,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0466,2026-08-30,CUS-016,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0467,2026-07-16,CUS-084,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0468,2026-05-14,CUS-045,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0469,2026-07-12,CUS-091,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0470,2026-08-16,CUS-068,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.15
TX-0471,2026-05-05,CUS-143,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0472,2026-09-08,CUS-074,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0473,2026-06-28,CUS-082,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0474,2026-05-04,CUS-074,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0475,2026-05-31,CUS-102,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0476,2026-05-08,CUS-011,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0477,2026-05-22,CUS-114,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0478,2026-04-18,CUS-052,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0479,2026-08-20,CUS-070,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.1
TX-0480,2026-07-23,CUS-062,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0481,2026-04-21,CUS-060,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0482,2026-08-25,CUS-121,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0483,2026-02-24,CUS-141,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0484,2026-06-25,CUS-052,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.05
TX-0485,2026-03-10,CUS-023,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0486,2026-08-31,CUS-010,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0487,2026-03-04,CUS-102,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0488,2026-05-08,CUS-010,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0489,2026-03-22,CUS-086,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0490,2026-07-12,CUS-135,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0491,2026-07-02,CUS-120,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0492,2026-05-18,CUS-042,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0493,2026-08-25,CUS-048,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0494,2026-07-18,CUS-050,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0495,2026-06-06,CUS-110,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0496,2026-08-13,CUS-025,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0497,2026-05-16,CUS-064,mechanical-keyboard,Mechanical Keyboard,Office,4,119.99,0.05
TX-0498,2026-06-17,CUS-069,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0499,2026-07-19,CUS-003,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0500,2026-04-24,CUS-016,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0501,2026-04-04,CUS-104,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0502,2026-09-08,CUS-080,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0503,2026-05-28,CUS-057,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0504,2026-04-03,CUS-117,mechanical-keyboard,Mechanical Keyboard,Office,3,119.99,0.05
TX-0505,2026-06-09,CUS-141,everyday-hoodie,Everyday Hoodie,Apparel,4,54.99,0
TX-0506,2026-04-19,CUS-064,desk-lamp,Desk Lamp,Home Office,2,44.99,0.15
TX-0507,2026-07-07,CUS-115,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0508,2026-07-17,CUS-029,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0509,2026-04-15,CUS-147,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.1
TX-0510,2026-07-06,CUS-114,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0511,2026-07-22,CUS-126,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.15
TX-0512,2026-09-18,CUS-015,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.05
TX-0513,2026-06-19,CUS-145,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0514,2026-09-17,CUS-079,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0515,2026-09-20,CUS-001,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0516,2026-03-06,CUS-109,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0517,2026-03-10,CUS-018,smart-watch,Smart Watch,Wearables,2,149.99,0.1
TX-0518,2026-04-10,CUS-035,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0519,2026-06-10,CUS-096,everyday-hoodie,Everyday Hoodie,Apparel,4,54.99,0.15
TX-0520,2026-05-30,CUS-021,desk-lamp,Desk Lamp,Home Office,1,44.99,0.05
TX-0521,2026-03-29,CUS-090,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0.1
TX-0522,2026-06-03,CUS-136,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0523,2026-02-23,CUS-006,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0524,2026-07-12,CUS-109,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0525,2026-04-27,CUS-118,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0526,2026-08-27,CUS-029,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0527,2026-07-30,CUS-005,wireless-headphones,Wireless Headphones,Audio,2,89.99,0.05
TX-0528,2026-07-25,CUS-009,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0529,2026-03-07,CUS-063,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0530,2026-04-23,CUS-139,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0531,2026-03-30,CUS-129,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0532,2026-07-20,CUS-082,smart-watch,Smart Watch,Wearables,1,149.99,0.15
TX-0533,2026-09-20,CUS-083,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0534,2026-08-11,CUS-134,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0535,2026-03-10,CUS-143,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0536,2026-08-02,CUS-110,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0537,2026-08-06,CUS-098,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0538,2026-06-07,CUS-039,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0539,2026-06-24,CUS-062,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0540,2026-03-31,CUS-119,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0541,2026-07-15,CUS-136,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0542,2026-04-16,CUS-085,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0543,2026-05-28,CUS-024,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0544,2026-03-08,CUS-069,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0545,2026-03-05,CUS-019,desk-lamp,Desk Lamp,Home Office,2,44.99,0.1
TX-0546,2026-08-27,CUS-144,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.1
TX-0547,2026-05-11,CUS-004,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0548,2026-03-25,CUS-123,mechanical-keyboard,Mechanical Keyboard,Office,3,119.99,0.15
TX-0549,2026-04-16,CUS-102,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.15
TX-0550,2026-05-31,CUS-120,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0551,2026-04-30,CUS-093,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0552,2026-03-20,CUS-121,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.05
TX-0553,2026-05-14,CUS-106,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0554,2026-08-31,CUS-038,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0555,2026-07-21,CUS-107,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0556,2026-04-22,CUS-098,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0557,2026-07-13,CUS-087,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0558,2026-08-27,CUS-126,smart-watch,Smart Watch,Wearables,2,149.99,0.05
TX-0559,2026-04-07,CUS-036,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0560,2026-07-11,CUS-016,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0561,2026-09-20,CUS-013,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0562,2026-04-23,CUS-018,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0563,2026-07-02,CUS-117,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0564,2026-08-12,CUS-124,smart-watch,Smart Watch,Wearables,1,149.99,0.15
